#Read position (bp)	Clipping profile
0.0	25.224128559069648
1.0	0.5925721766691932
2.0	0.5810882197569995
3.0	0.5719010542272446
4.0	0.5665418743348875
5.0	0.5542923202952142
6.0	0.5512299317852959
7.0	0.5504643346578164
8.0	0.5504643346578164
9.0	0.547401946147898
10.0	0.5458707518929389
11.0	0.5397459748731023
12.0	0.5351523921082249
13.0	0.522137240941072
14.0	0.5206060466861128
15.0	0.5106532840288783
16.0	0.5060597012640009
17.0	0.4807949960571748
18.0	0.478498204674736
19.0	0.4494055138305121
20.0	0.4432807368106755
21.0	0.3850953551222276
22.0	0.35523706715052406
23.0	0.3460499016207691
24.0	0.3315035561986571
25.0	0.32384758492386134
26.0	0.31772280790402474
27.0	0.5244340323235107
28.0	0.31083243375670855
29.0	0.5121844782838374
30.0	0.30164526822695364
31.0	0.29475489407963745
32.0	0.2909269084422395
33.0	2.396319009011078
34.0	0.1952272675072923
35.0	0.2426942894110261
36.0	0.27561496589264795
37.0	0.41495364309393107
38.0	0.46318626212514447
39.0	0.31695721077654515
40.0	0.9876202944486552
41.0	0.14240106571120145
42.0	1.3711844553159236
43.0	0.8789055023465551
44.0	0.41418804596645153
45.0	15.67713237939931
46.0	4.431276173851796
47.0	2.8357717601843557
48.0	0.32078519641394304
49.0	0.12402673465169159
50.0	0.17608733932030288
51.0	0.12096434614177329
52.0	0.32461318205134093
53.0	0.1201987490142937
54.0	0.30623885099183107
55.0	0.11560516624941623
56.0	0.11330837486697751
57.0	0.2993484768445149
58.0	0.29705168546207616
59.0	0.20977361292940427
60.0	0.10871479210210003
61.0	0.10718359784714089
62.0	0.10565240359218173
63.0	0.4685454420175016
64.0	0.7801434729016896
65.0	0.10182441795478384
66.0	0.2794429515300459
67.0	0.09952762657234511
68.0	0.09646523806242678
69.0	0.09646523806242678
70.0	0.09493404380746764
71.0	0.09493404380746764
72.0	0.09416844667998805
73.0	0.09416844667998805
74.0	0.09416844667998805
75.0	0.09340284955250848
76.0	0.26259981472549515
77.0	0.25877182908809726
78.0	0.0857468782777127
79.0	0.41725043447636984
80.0	0.10105882082730425
81.0	0.41725043447636984
82.0	0.14316666283868104
83.0	0.07732530987543736
84.0	0.07732530987543736
85.0	0.19293047612485356
86.0	0.07349732423803947
87.0	0.07349732423803947
88.0	0.07349732423803947
89.0	0.21436719569428178
90.0	0.07349732423803947
91.0	0.2335071238812712
92.0	0.23197592962631206
93.0	0.07120053285560073
94.0	0.22738234686143455
95.0	0.06966933860064158
96.0	0.07962210125787608
97.0	0.06584135296324369
98.0	0.21972637558663877
99.0	0.06431015870828453
100.0	0.06277896445332537
101.0	0.062013367325845795
102.0	0.2136015985668022
103.0	0.060482173070886644
104.0	0.1852745048500578
105.0	0.05895097881592748
106.0	0.1439322599661606
107.0	0.05741978456096832
108.0	0.3261443763063001
109.0	0.13244830305396693
110.0	0.19675846176225148
111.0	0.1684313680455071
112.0	0.04823261903121339
113.0	0.4777326075472565
114.0	0.045935827648774664
115.0	0.18680569910501696
116.0	0.18757129623249655
117.0	0.1852745048500578
118.0	0.478498204674736
119.0	0.1822121163401395
120.0	0.04363903626633593
121.0	0.17914972783022118
122.0	0.15082263411347682
123.0	0.040576647756417616
124.0	0.03981105062893804
125.0	0.17379054793786414
126.0	0.0375142592464993
127.0	0.038279856373978884
128.0	0.16996256230046625
129.0	0.03674866211901973
130.0	0.03674866211901973
131.0	0.03598306499154015
132.0	0.03598306499154015
133.0	0.2909269084422395
134.0	0.03445187073658099
135.0	0.16154099389819088
136.0	0.03368627360910142
137.0	0.03368627360910142
138.0	0.157713008260793
139.0	0.03215507935414227
140.0	0.030623885099183106
141.0	0.028327093716744377
142.0	0.028327093716744377
143.0	0.027561496589264795
144.0	0.14699464847607893
145.0	0.026795899461785223
146.0	0.027561496589264795
147.0	0.027561496589264795
148.0	0.028327093716744377
149.0	0.028327093716744377
150.0	0.029092690844223952
151.0	0.029092690844223952
152.0	0.14163546858372186
153.0	0.027561496589264795
154.0	0.027561496589264795
155.0	0.028327093716744377
156.0	0.028327093716744377
157.0	0.029092690844223952
158.0	0.029092690844223952
159.0	0.029092690844223952
160.0	0.029092690844223952
161.0	0.029092690844223952
162.0	0.028327093716744377
163.0	0.02985828797170353
164.0	0.030623885099183106
165.0	0.030623885099183106
166.0	0.031389482226662685
167.0	0.031389482226662685
168.0	0.03368627360910142
169.0	0.03445187073658099
170.0	0.035217467864060575
171.0	0.035217467864060575
172.0	0.035217467864060575
173.0	0.03598306499154015
174.0	0.03598306499154015
175.0	0.03598306499154015
176.0	0.03598306499154015
177.0	0.0375142592464993
178.0	0.038279856373978884
179.0	0.0375142592464993
180.0	0.038279856373978884
181.0	0.038279856373978884
182.0	0.0375142592464993
183.0	0.039045453501458466
184.0	0.040576647756417616
185.0	0.040576647756417616
186.0	0.04134224488389719
187.0	0.03981105062893804
188.0	0.03981105062893804
189.0	0.03981105062893804
190.0	0.039045453501458466
191.0	0.03981105062893804
192.0	0.03981105062893804
193.0	0.03981105062893804
194.0	0.039045453501458466
195.0	0.039045453501458466
196.0	0.04134224488389719
197.0	0.040576647756417616
198.0	0.04134224488389719
199.0	0.040576647756417616
200.0	0.04134224488389719
201.0	0.042107842011376774
202.0	0.04134224488389719
203.0	0.042107842011376774
204.0	0.040576647756417616
205.0	0.04134224488389719
206.0	0.04134224488389719
207.0	0.04134224488389719
208.0	0.042107842011376774
209.0	0.042107842011376774
210.0	0.04287343913885635
211.0	0.04363903626633593
212.0	0.04440463339381551
213.0	0.04440463339381551
214.0	0.04440463339381551
215.0	0.04517023052129508
216.0	0.04440463339381551
217.0	0.04517023052129508
218.0	0.045935827648774664
219.0	0.04746702190373382
220.0	0.04746702190373382
221.0	0.04899821615869297
222.0	0.04899821615869297
223.0	0.04899821615869297
224.0	0.04899821615869297
225.0	0.051295007541131706
226.0	0.05206060466861128
227.0	0.05206060466861128
228.0	0.05206060466861128
229.0	0.051295007541131706
230.0	0.05206060466861128
231.0	0.05282620179609086
232.0	0.05512299317852959
233.0	0.05512299317852959
234.0	0.056654187433488754
235.0	0.05895097881592748
236.0	0.06124777019836621
237.0	0.06124777019836621
238.0	0.062013367325845795
239.0	0.062013367325845795
240.0	0.062013367325845795
241.0	0.06354456158080495
242.0	0.06354456158080495
243.0	0.06660695009072326
244.0	0.06660695009072326
245.0	0.06813814434568241
246.0	0.06890374147316199
247.0	0.06966933860064158
248.0	0.07043493572812115
249.0	0.07043493572812115
250.0	0.07043493572812115
251.0	0.07273172711055988
252.0	0.07349732423803947
253.0	0.0750285184929986
254.0	0.0750285184929986
255.0	0.07579411562047819
256.0	0.07655971274795777
257.0	0.07732530987543736
258.0	0.07809090700291693
259.0	0.0788565041303965
260.0	0.07962210125787608
261.0	0.08115329551283523
262.0	0.08421568402275355
263.0	0.08421568402275355
264.0	0.08421568402275355
265.0	0.08727807253267186
266.0	0.09187165529754933
267.0	0.09340284955250848
268.0	0.09340284955250848
269.0	0.09493404380746764
270.0	0.09646523806242678
271.0	0.09723083518990637
272.0	0.10105882082730425
273.0	0.10182441795478384
274.0	0.10871479210210003
275.0	0.11637076337689581
276.0	0.12096434614177329
277.0	0.12249554039673242
278.0	0.12938591454404863
279.0	0.13397949730892608
280.0	0.14699464847607893
281.0	0.15311942549591553
282.0	0.16383778528062962
283.0	0.20747682154696553
284.0	0.3338003475810959
285.0	0.34145631885589167
286.0	0.34911229013068745
287.0	0.3529402757680853
288.0	0.35676826140548323
289.0	0.3651898298077586
290.0	0.3667210240627177
291.0	0.3667210240627177
292.0	0.3713146068275952
293.0	0.3736113982100339
294.0	0.3743769953375135
295.0	0.3766737867199522
296.0	0.3820329666123093
297.0	0.3858609522497071
298.0	0.3858609522497071
299.0	0.3835641608672684
300.0	0.30087967109947406
