#Read position (bp)	Clipping profile
0.0	20.326266230845352
1.0	3.0813366519726912
2.0	2.5045731250187426
3.0	2.059355664177687
4.0	1.7546805809618056
5.0	1.4582021371237792
6.0	1.0085864795433872
7.0	0.8950330364550535
8.0	0.8084685279035596
9.0	0.7418958227126878
10.0	0.6877180356054018
11.0	0.6351395927669655
12.0	0.5939564778440839
13.0	0.5575713957277516
14.0	0.5267840185523935
15.0	0.4905988544696674
16.0	0.4644095920672524
17.0	0.43961975590008096
18.0	0.4200277886066713
19.0	0.4000359852460491
20.0	0.38424246059115763
21.0	0.37064803430593457
22.0	0.3588528703231675
23.0	0.34805729650843154
24.0	0.3366619685928769
25.0	0.3208684439379854
26.0	0.30567467338391263
27.0	0.29627852580442016
28.0	0.2824841814855909
29.0	0.2690896732339741
30.0	0.2544956567807199
31.0	0.2413010665627093
32.0	0.22950590257994224
33.0	0.21731090252996274
34.0	0.20391639427834585
35.0	0.1901220499595166
36.0	0.17272918103577534
37.0	0.15773532851530872
38.0	0.1415419677932048
39.0	0.12994672184404393
40.0	0.12614827920552574
41.0	0.10875541028178447
42.0	0.10175827910556672
43.0	0.09556082006377385
44.0	0.09076278725722454
45.0	0.08656450855149389
46.0	0.08236622984576324
47.0	0.07976729540888236
48.0	0.07756819703921392
49.0	0.07596885277036415
50.0	0.0735698363670895
51.0	0.07317000029987704
52.0	0.1441409022300857
53.0	0.07157065603102727
54.0	0.1707300006997131
55.0	0.06937155766135884
56.0	0.06857188552693395
57.0	0.18972221389230415
58.0	0.12234983656700753
59.0	0.10295778730720405
60.0	0.18712327945542329
61.0	0.06397377075399087
62.0	0.11355344308833377
63.0	0.061174918283503764
64.0	0.06097500024989755
65.0	0.1781269679431433
66.0	0.13634409891944302
67.0	0.05877590188022911
68.0	0.05857598384662289
69.0	0.062174508451534875
70.0	0.29707819793884505
71.0	0.1349446726841995
72.0	0.17872672204396198
73.0	0.05857598384662289
74.0	0.14254155796123588
75.0	0.054377705140892234
76.0	0.053777951040073574
77.0	0.053977869073679796
78.0	0.1331454103817435
79.0	0.1219500004997951
80.0	0.14813926290221008
81.0	0.06677262322447797
82.0	0.05177877070401135
83.0	0.15373696784318427
84.0	0.050579262502374024
85.0	0.050179426435161587
86.0	0.13874311532271769
87.0	0.11855139392848932
88.0	0.16153377115382694
89.0	0.10695614797932847
90.0	0.1247488529702822
91.0	0.1305464759448626
92.0	0.04738057396467448
93.0	0.047180655931068266
94.0	0.047180655931068266
95.0	0.26229246009136253
96.0	0.04538139362861227
97.0	0.07856778720724503
98.0	0.10875541028178447
99.0	0.09456122989574274
100.0	0.09915934466868584
101.0	0.08536500034985656
102.0	0.04678081986385582
103.0	0.204915984446377
104.0	0.043182295258943834
105.0	0.11075459061784668
106.0	0.09256204955968053
107.0	0.15773532851530872
108.0	0.14873901700302875
109.0	0.21391229595865693
110.0	0.2145120500594756
111.0	0.036385082116332304
112.0	0.07237032816545216
113.0	0.04878000019991803
114.0	0.11155426275227157
115.0	0.22410811567257424
116.0	0.03478573784748253
117.0	0.07976729540888236
118.0	0.13354524644895593
119.0	0.07097090193020862
120.0	0.07137073799742105
121.0	0.10435721354244759
122.0	0.17592786957347487
123.0	0.07856778720724503
124.0	0.08756409871952499
125.0	0.117351885726852
126.0	0.15153786947351586
127.0	0.07217041013184594
128.0	0.14034245959156746
129.0	0.13854319728911146
130.0	0.1367439349866555
131.0	0.0783678691736388
132.0	0.1631331154226767
133.0	0.10775582011375337
134.0	0.11475295128997112
135.0	0.02339040993192791
136.0	0.06997131176217751
137.0	0.033986065713057644
138.0	0.09196229545886186
139.0	0.021990983696684358
140.0	0.09176237742525566
141.0	0.02778860667126478
142.0	0.05837606581301666
143.0	0.05617696744334823
144.0	0.019791885327015923
145.0	0.11435311522275866
146.0	0.021191311562259472
147.0	0.09436131186213653
148.0	0.1293469677432253
149.0	0.01759278695734749
150.0	0.1333453284153497
151.0	0.02219090173029058
152.0	0.13014663987765016
153.0	0.0605751641826851
154.0	0.1315460661128937
155.0	0.18872262372427306
156.0	0.015393688587679052
157.0	0.08436541018182546
158.0	0.13434491858338082
159.0	0.014793934486860387
160.0	0.1025579512399916
161.0	0.01499385252046661
162.0	0.061374836317109986
163.0	0.06157475435071621
164.0	0.052978278905648685
165.0	0.14134204975959855
166.0	0.014194180386041722
167.0	0.0139942623524355
168.0	0.04838016413270559
169.0	0.05097909856958646
170.0	0.05037934446876781
171.0	0.04258254115812517
172.0	0.01239491808358573
173.0	0.10555672174408492
174.0	0.02059155746144081
175.0	0.04678081986385582
176.0	0.011395327915554622
177.0	0.011395327915554622
178.0	0.011795163982767067
179.0	0.05997541008186644
180.0	0.143541148129267
181.0	0.01659319678931638
182.0	0.012994672184404393
183.0	0.012994672184404393
184.0	0.0755690167031517
185.0	0.06017532811547266
186.0	0.06697254125808418
187.0	0.10955508241620937
188.0	0.013194590218010616
189.0	0.013394508251616838
190.0	0.013394508251616838
191.0	0.014194180386041722
192.0	0.06657270519087174
193.0	0.02079147549504703
194.0	0.01499385252046661
195.0	0.06917163962775262
196.0	0.015793524654891495
197.0	0.01639327875571016
198.0	0.015993442688497717
199.0	0.015993442688497717
200.0	0.1257484431383133
201.0	0.01639327875571016
202.0	0.04738057396467448
203.0	0.06297418058595976
204.0	0.016793114822922603
205.0	0.018592377125378593
206.0	0.018592377125378593
207.0	0.061774672384322424
208.0	0.0195919672934097
209.0	0.020391639427834587
210.0	0.02079147549504703
211.0	0.021191311562259472
212.0	0.021191311562259472
213.0	0.02219090173029058
214.0	0.0689717215941464
215.0	0.0801671314760948
216.0	0.02339040993192791
217.0	0.07596885277036415
218.0	0.023590327965534133
219.0	0.023990164032746574
220.0	0.024589918133565238
221.0	0.025389590267990123
222.0	0.07716836097200148
223.0	0.07696844293839526
224.0	0.02638918043602123
225.0	0.026789016503233676
226.0	0.07416959046790815
227.0	0.026988934536839898
228.0	0.027188852570446117
229.0	0.027188852570446117
230.0	0.02778860667126478
231.0	0.02878819683929589
232.0	0.02898811487290211
233.0	0.03518557391469498
234.0	0.030187623074539437
235.0	0.030987295208964323
236.0	0.03158704930978299
237.0	0.03218680341060165
238.0	0.032586639477814094
239.0	0.03278655751142032
240.0	0.03298647554502654
241.0	0.03378614767945143
242.0	0.03458581981387631
243.0	0.034985655881088755
244.0	0.03578532801551364
245.0	0.03658500014993852
246.0	0.03678491818354475
247.0	0.03698483621715097
248.0	0.03758459031796963
249.0	0.0381843444187883
250.0	0.03858418048600074
251.0	0.04018352475485051
252.0	0.03998360672124429
253.0	0.040383442788456736
254.0	0.04118311492288162
255.0	0.04158295099009406
256.0	0.04258254115812517
257.0	0.043382213292550056
258.0	0.043782049359762494
259.0	0.043981967393368716
260.0	0.044781639527793606
261.0	0.04598114772943093
262.0	0.04558131166221849
263.0	0.0465809018302496
264.0	0.04678081986385582
265.0	0.047180655931068266
266.0	0.04738057396467448
267.0	0.047780410031886926
268.0	0.04798032806549315
269.0	0.04818024609909937
270.0	0.04838016413270559
271.0	0.04838016413270559
272.0	0.0493797543007367
273.0	0.049779590367949135
274.0	0.05037934446876781
275.0	0.050179426435161587
276.0	0.05097909856958646
277.0	0.05097909856958646
278.0	0.050579262502374024
279.0	0.050779180535980246
280.0	0.05177877070401135
281.0	0.05197868873761757
282.0	0.052378524804830025
283.0	0.05277836087204246
284.0	0.05257844283843625
285.0	0.0531781969392549
286.0	0.0549774592417109
287.0	0.05537729530892334
288.0	0.05517737727531712
289.0	0.05537729530892334
290.0	0.05577713137613578
